Código do Município;Município;Estado;Ano de Referência;Tipo de serviço;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;POP_URB - População urbana do município do ano de referência (Fonte: IBGE):;AG001 - População total atendida com abastecimento de água;AG026 - População urbana atendida com abastecimento de água;ES001 - População total atendida com esgotamento sanitário
521925;Santa Fé de Goiás;GO;2015;Água         ;5.194;4.157;4.157;4.157;
521930;Santa Helena de Goiás;GO;2015;Água e Esgoto;38.378;36.637;36.637;36.637;36.637
521935;Santa Isabel;GO;2015;Água         ;3.836;1.423;1.423;1.423;
521940;Santa Rita do Araguaia;GO;2015;Água         ;7.916;7.041;7.041;7.041;
521950;Santa Rosa de Goiás;GO;2015;Água         ;2.722;2.037;2.037;2.037;
521960;Santa Tereza de Goiás;GO;2015;Água         ;3.814;3.203;3.203;3.203;
521970;Santa Terezinha de Goiás;GO;2015;Água         ;9.876;7.447;6.020;6.020;
521971;Santo Antônio da Barra;GO;2015;Água         ;4.714;3.594;3.594;3.594;
521973;Santo Antônio de Goiás;GO;2015;Água         ;5.527;5.019;5.019;5.019;
521975;Santo Antônio do Descoberto;GO;2015;Água e Esgoto;69.988;62.862;61.233;61.233;36.208
521980;São Domingos;GO;2015;Água         ;12.307;6.304;6.304;6.304;
521990;São Francisco de Goiás;GO;2015;Água         ;6.341;4.625;4.625;4.625;
522000;São João d Aliança;GO;2015;Água         ;12.070;7.913;7.913;7.913;
522005;São João da Paraúna;GO;2015;Água e Esgoto;1.597;1.207;1.207;1.207;1.207
522010;São Luís de Montes Belos;GO;2015;Água e Esgoto;32.491;28.760;28.760;28.760;21.790
522015;São Luíz do Norte;GO;2015;Água         ;4.980;4.215;3.076;3.076;
522020;São Miguel do Araguaia;GO;2015;Água e Esgoto;22.728;18.014;16.701;16.701;5.676
522026;São Miguel do Passa Quatro;GO;2015;Água         ;3.987;2.201;2.201;2.201;
522028;São Patrício;GO;2015;Água         ;2.062;1.213;1.213;1.213;
522045;Senador Canedo;GO;2015;Água         ;100.367;99.972;100.367;99.972;
522050;Serranópolis;GO;2015;Água         ;8.147;6.027;6.027;6.027;
522060;Silvânia;GO;2015;Água e Esgoto;20.233;13.428;13.428;13.428;12.856
522068;Simolândia;GO;2015;Água         ;6.834;5.642;5.642;5.642;
522070;Sítio d Abadia;GO;2015;Água         ;2.970;1.045;1.045;1.045;
522100;Taquaral de Goiás;GO;2015;Água         ;3.626;2.950;2.950;2.950;
522108;Teresina de Goiás;GO;2015;Água         ;3.290;2.328;2.328;2.328;
522119;Terezópolis de Goiás;GO;2015;Água         ;7.389;6.393;6.393;6.393;
522130;Três Ranchos;GO;2015;Água         ;2.898;2.558;2.558;2.558;
522140;Trindade;GO;2015;Água e Esgoto;117.454;112.528;112.528;112.528;55.991
522145;Trombas;GO;2015;Água         ;3.562;2.264;3.500;2.258;
522150;Turvânia;GO;2015;Água         ;4.857;3.905;3.905;3.905;
522155;Turvelândia;GO;2015;Água         ;4.904;3.498;3.498;3.498;
522157;Uirapuru;GO;2015;Água         ;2.973;1.484;1.437;1.437;
522160;Uruaçu;GO;2015;Água e Esgoto;39.483;36.133;36.133;36.133;21.260
522170;Uruana;GO;2015;Água e Esgoto;14.190;11.528;11.528;11.528;391
522180;Urutaí;GO;2015;Água         ;3.153;2.218;2.218;2.218;
522185;Valparaíso de Goiás;GO;2015;Água e Esgoto;153.255;153.255;153.255;153.255;63.595
522190;Varjão;GO;2015;Água         ;3.827;2.346;2.346;2.346;
522200;Vianópolis;GO;2015;Água         ;13.456;9.834;9.834;9.834;
522205;Vicentinópolis;GO;2015;Água         ;8.171;7.007;8.053;6.906;
522220;Vila Boa;GO;2015;Água         ;5.495;4.064;4.064;4.064;
522230;Vila Propício;GO;2015;Água         ;5.578;1.631;1.508;1.508;
210005;Açailândia;MA;2015;Água         ;109.685;82.476;41.129;41.129;
210010;Afonso Cunha;MA;2015;Água         ;6.351;3.478;1.296;1.296;
210015;Água Doce do Maranhão;MA;2015;Água         ;12.257;3.316;12.257;3.316;
210020;Alcântara;MA;2015;Água         ;21.659;6.343;6.197;6.197;
210030;Aldeias Altas;MA;2015;Água         ;25.823;14.699;5.278;5.278;
210040;Altamira do Maranhão;MA;2015;Água         ;11.616;3.312;710;710;
210043;Alto Alegre do Maranhão;MA;2015;Água         ;26.348;20.752;16.382;16.382;
210047;Alto Alegre do Pindaré;MA;2015;Água         ;31.287;9.902;8.625;8.625;
210050;Alto Parnaíba;MA;2015;Água         ;10.956;7.152;8.771;7.152;
210060;Amarante do Maranhão;MA;2015;Água         ;40.378;15.972;4.928;4.928;
210070;Anajatuba;MA;2015;Água         ;26.880;7.456;16.555;7.300;
210080;Anapurus;MA;2015;Água         ;15.286;7.856;7.027;7.027;
210087;Araguanã;MA;2015;Água         ;15.018;5.779;1.975;1.975;
210090;Araioses;MA;2015;Água         ;45.255;12.824;7.128;6.280;
210095;Arame;MA;2015;Água         ;32.015;12.675;7.593;7.593;
210110;Axixá;MA;2015;Água         ;11.850;4.886;2.113;2.113;
210120;Bacabal;MA;2015;Água e Esgoto;102.656;79.917;95.576;75.000;7.641
210125;Bacabeira;MA;2015;Água         ;16.553;3.687;9.035;3.686;
210130;Bacuri;MA;2015;Água         ;17.335;9.068;2.659;2.659;
210140;Balsas;MA;2015;Água         ;92.144;80.277;82.144;77.277;
210150;Barão de Grajaú;MA;2015;Água         ;18.365;10.642;10.902;10.640;
210160;Barra do Corda;MA;2015;Água         ;86.151;53.719;35.889;35.889;
210170;Barreirinhas;MA;2015;Água e Esgoto;60.588;24.325;15.280;15.280;1.547
210173;Belágua;MA;2015;Água         ;7.273;3.638;1.600;1.600;
210180;Benedito Leite;MA;2015;Água         ;5.519;2.839;5.181;2.838;
210193;Bernardo do Mearim;MA;2015;Água         ;5.900;2.287;1.988;1.988;
210200;Bom Jardim;MA;2015;Água         ;40.660;17.062;10.861;10.861;
210203;Bom Jesus das Selvas;MA;2015;Água         ;32.900;15.527;8.777;8.777;
210210;Brejo;MA;2015;Água         ;35.473;13.122;8.127;8.127;
210220;Buriti;MA;2015;Água         ;28.022;8.713;4.236;4.236;
210230;Buriti Bravo;MA;2015;Água         ;23.375;17.368;14.934;14.934;
210232;Buriticupu;MA;2015;Água         ;70.417;38.631;18.437;18.437;
210237;Cachoeira Grande;MA;2015;Água e Esgoto;8.822;3.961;6.000;3.500;100
210240;Cajapió;MA;2015;Água         ;10.927;4.007;2.445;2.445;
210250;Cajari;MA;2015;Água         ;18.943;4.425;1.509;1.509;
210260;Cândido Mendes;MA;2015;Água         ;19.702;12.681;4.047;4.047;
210270;Cantanhede;MA;2015;Água         ;21.464;13.603;9.094;9.094;
210280;Carolina;MA;2015;Água         ;23.866;16.174;23.866;16.100;
210290;Carutapera;MA;2015;Água         ;23.219;17.118;3.247;3.247;
210300;Caxias;MA;2015;Água e Esgoto;161.137;123.125;161.137;123.125;9.044
210310;Cedral;MA;2015;Água e Esgoto;10.455;2.434;2.434;2.434;2.434
210315;Centro do Guilherme;MA;2015;Água         ;13.015;7.325;7.500;7.325;
210320;Chapadinha;MA;2015;Água         ;77.684;56.007;13.276;13.276;
210325;Cidelândia;MA;2015;Água         ;14.346;6.329;5.953;5.953;
210330;Codó;MA;2015;Água e Esgoto;120.265;82.574;93.346;74.077;9.630
210340;Coelho Neto;MA;2015;Água         ;48.320;40.030;6.809;6.809;
210350;Colinas;MA;2015;Água         ;40.268;26.317;18.426;18.426;
210355;Conceição do Lago-Açu;MA;2015;Água         ;15.782;7.509;4.442;4.442;
210360;Coroatá;MA;2015;Água         ;63.821;44.519;48.922;43.366;
210370;Cururupu;MA;2015;Água         ;30.913;21.084;24.193;16.824;
210375;Davinópolis;MA;2015;Água         ;12.653;10.549;10.930;10.548;
210375;Davinópolis;MA;2015;Esgoto       ;12.653;10.549;;;500
210380;Dom Pedro;MA;2015;Água         ;22.881;15.396;13.409;12.070;
210390;Duque Bacelar;MA;2015;Água         ;11.084;5.558;2.761;2.761;
210400;Esperantinópolis;MA;2015;Água         ;17.029;9.261;9.973;9.260;
210410;Fortaleza dos Nogueiras;MA;2015;Água         ;12.375;7.458;2.150;2.150;
210420;Fortuna;MA;2015;Água         ;15.239;9.593;9.327;9.327;
210430;Godofredo Viana;MA;2015;Água         ;11.464;7.247;3.235;3.235;
210440;Gonçalves Dias;MA;2015;Água         ;17.579;7.813;8.477;7.811;
210450;Governador Archer;MA;2015;Água         ;10.591;6.881;5.188;5.188;
210460;Governador Eugênio Barros;MA;2015;Água         ;16.456;4.826;3.496;3.496;
210462;Governador Luiz Rocha;MA;2015;Água         ;7.626;5.391;3.288;3.288;
210465;Governador Newton Bello;MA;2015;Água         ;10.011;3.603;3.268;3.268;
210470;Graça Aranha;MA;2015;Água         ;6.142;2.913;3.088;2.912;
210480;Grajaú;MA;2015;Água         ;67.626;40.342;67.626;40.342;
210490;Guimarães;MA;2015;Água         ;11.827;6.764;6.566;5.398;
210500;Humberto de Campos;MA;2015;Água         ;27.976;11.223;2.947;2.947;
210510;Icatu;MA;2015;Água         ;26.452;8.222;1.801;1.801;
210520;Igarapé Grande;MA;2015;Água         ;11.628;7.018;3.797;3.797;
210530;Imperatriz;MA;2015;Água e Esgoto;253.123;239.871;246.335;239.868;64.081
210540;Itapecuru Mirim;MA;2015;Água         ;66.433;37.081;39.730;34.717;
210545;Jatobá;MA;2015;Água         ;9.819;4.307;2.931;2.931;
210550;João Lisboa;MA;2015;Água         ;23.232;17.481;18.450;17.480;
210560;Joselândia;MA;2015;Água         ;15.827;6.112;2.855;2.197;
210592;Lagoa do Mato;MA;2015;Água         ;11.020;4.488;10.989;4.488;
210570;Lago da Pedra;MA;2015;Água         ;48.992;31.943;5.501;5.501;
210580;Lago do Junco;MA;2015;Água         ;10.602;3.867;3.615;3.615;
210590;Lago Verde;MA;2015;Água         ;15.893;5.210;2.934;2.934;
210598;Lajeado Novo;MA;2015;Água e Esgoto;7.359;3.395;2.000;2.000;900
210600;Lima Campos;MA;2015;Água         ;11.642;6.923;7.261;6.923;
210610;Loreto;MA;2015;Água         ;11.871;6.629;7.729;6.627;
210620;Luís Domingues;MA;2015;Água         ;6.788;5.738;1.895;1.895;
210630;Magalhães de Almeida;MA;2015;Água         ;19.267;9.819;4.603;4.603;
210637;Maranhãozinho;MA;2015;Água         ;15.734;10.090;2.232;2.232;
210640;Mata Roma;MA;2015;Água         ;16.375;7.709;6.565;6.565;
210650;Matinha;MA;2015;Água         ;22.822;9.263;2.244;2.244;
210663;Matões do Norte;MA;2015;Água         ;16.169;5.485;4.033;4.033;
210670;Mirador;MA;2015;Água         ;20.596;9.439;3.092;3.092;
210675;Miranda do Norte;MA;2015;Água         ;27.507;21.980;5.313;5.313;
210680;Mirinzal;MA;2015;Água         ;14.632;9.294;3.076;3.076;
210690;Monção;MA;2015;Água         ;32.833;12.165;5.740;5.740;
210700;Montes Altos;MA;2015;Água         ;9.026;4.915;6.750;4.912;
210710;Morros;MA;2015;Água         ;18.938;7.156;3.963;3.963;
210720;Nina Rodrigues;MA;2015;Água         ;14.012;4.990;4.576;4.576;
210730;Nova Iorque;MA;2015;Água         ;4.592;2.877;1.568;1.568;
210735;Nova Olinda do Maranhão;MA;2015;Água e Esgoto;20.393;12.643;12.643;12.643;12.643
210740;Olho D ÁGUA das Cunhãs;MA;2015;Água         ;19.080;9.839;980;980;
210750;Paço do Lumiar;MA;2015;Água e Esgoto;117.877;88.374;63.138;63.138;29.255
210750;Paço do Lumiar;MA;2015;Água         ;117.877;88.374;11.500;0;
210760;Palmeirândia;MA;2015;Água         ;19.288;3.556;4.004;3.555;
210770;Paraibano;MA;2015;Água         ;20.892;16.364;15.511;15.511;
210800;Pastos Bons;MA;2015;Água         ;18.999;12.942;18.999;12.653;
210805;Paulino Neves;MA;2015;Água         ;15.609;5.003;1.090;1.090;
210810;Paulo Ramos;MA;2015;Água         ;20.612;11.112;3.008;3.008;
210820;Pedreiras;MA;2015;Água         ;38.506;32.150;36.219;32.145;
210830;Penalva;MA;2015;Água         ;37.255;18.040;5.082;5.082;
210840;Peri Mirim;MA;2015;Água         ;14.019;3.725;1.807;1.807;
210845;Peritoró;MA;2015;Água         ;22.602;8.264;8.622;6.530;
210850;Pindaré-Mirim;MA;2015;Água         ;32.198;23.170;13.321;13.321;
210860;Pinheiro;MA;2015;Água         ;81.438;48.435;22.888;22.888;
210870;Pio XII;MA;2015;Água         ;21.164;11.977;11.937;10.999;
210880;Pirapemas;MA;2015;Água         ;18.182;11.660;8.500;8.500;
210890;Poção de Pedras;MA;2015;Água         ;17.773;7.555;6.357;6.357;
210905;Porto Rico do Maranhão;MA;2015;Água         ;5.877;2.350;2.304;2.304;
210910;Presidente Dutra;MA;2015;Água         ;46.680;33.394;30.739;29.239;
210920;Presidente Juscelino;MA;2015;Água         ;12.398;4.426;2.227;2.227;
210923;Presidente Médici;MA;2015;Água e Esgoto;6.831;4.184;6.280;3.800;100
210930;Presidente Vargas;MA;2015;Água         ;11.302;4.831;2.815;2.815;
210940;Primeira Cruz;MA;2015;Água         ;14.918;4.585;790;790;
210950;Riachão;MA;2015;Água         ;19.846;10.022;13.421;10.020;
210955;Ribamar Fiquene;MA;2015;Água e Esgoto;7.609;3.823;3.600;3.500;3.000
210960;Rosário;MA;2015;Água         ;41.694;24.496;459;0;
210960;Rosário;MA;2015;Água         ;41.694;24.496;30.000;23.826;
210970;Sambaíba;MA;2015;Água         ;5.554;2.871;2.344;2.344;
210975;Santa Filomena do Maranhão;MA;2015;Água         ;7.576;2.460;1.686;1.686;
210980;Santa Helena;MA;2015;Água         ;41.009;20.529;250;250;
210990;Santa Inês;MA;2015;Água         ;83.238;78.838;46.185;46.185;
211000;Santa Luzia;MA;2015;Água         ;71.067;24.752;27.096;24.750;
211003;Santa Luzia do Paruá;MA;2015;Água         ;24.663;13.714;7.138;7.138;
211010;Santa Quitéria do Maranhão;MA;2015;Água         ;25.041;12.131;10.925;10.925;
211020;Santa Rita;MA;2015;Água         ;35.980;16.580;14.687;12.047;
211030;Santo Antônio dos Lopes;MA;2015;Água         ;14.253;5.718;7.367;5.717;
211040;São Benedito do Rio Preto;MA;2015;Água         ;18.256;11.333;6.345;6.345;
211040;São Benedito do Rio Preto;MA;2015;Esgoto       ;18.256;11.333;;;11.000
211050;São Bento;MA;2015;Água         ;45.044;25.994;21.473;21.473;
211060;São Bernardo;MA;2015;Água         ;27.817;12.398;6.421;6.421;
211060;São Bernardo;MA;2015;Esgoto       ;27.817;12.398;;;26.476
211065;São Domingos do Azeitão;MA;2015;Água         ;7.224;5.132;2.305;2.305;
211070;São Domingos do Maranhão;MA;2015;Água         ;33.707;17.365;18.668;16.542;
211080;São Félix de Balsas;MA;2015;Água         ;4.518;1.564;590;590;
211085;São Francisco do Brejão;MA;2015;Água         ;11.444;5.394;3.095;3.095;
211090;São Francisco do Maranhão;MA;2015;Água         ;11.966;4.043;3.938;3.938;
211100;São João Batista;MA;2015;Água         ;20.235;5.429;1.657;1.657;
211105;São João do Paraíso;MA;2015;Água         ;10.949;5.342;5.550;3.300;
211107;São João do Soter;MA;2015;Água         ;18.095;6.976;18.095;6.954;
211110;São João dos Patos;MA;2015;Água         ;25.371;20.932;24.306;20.900;
211120;São José de Ribamar;MA;2015;Água e Esgoto;174.267;40.304;97.881;36.274;32.126
211125;São José dos Basílios;MA;2015;Água         ;7.495;3.006;2.743;2.743;
211130;São Luís;MA;2015;Água e Esgoto;1.073.893;1.014.301;916.185;916.185;519.175
211140;São Luís Gonzaga do Maranhão;MA;2015;Água         ;18.607;7.290;5.314;5.314;
211150;São Mateus do Maranhão;MA;2015;Água         ;40.574;29.800;12.292;11.412;
211153;São Pedro da Água Branca;MA;2015;Água         ;12.407;11.050;4.652;4.652;
211160;São Raimundo das Mangabeiras;MA;2015;Água         ;18.406;13.201;13.200;13.200;
211170;São Vicente Ferrer;MA;2015;Água         ;20.678;5.383;3.135;3.135;
211172;Satubinha;MA;2015;Água         ;13.487;4.088;1.697;1.697;
211176;Senador La Rocque;MA;2015;Água         ;14.081;6.837;10.631;6.830;
211178;Serrano do Maranhão;MA;2015;Água         ;10.859;4.196;7.860;3.900;
211190;Sucupira do Norte;MA;2015;Água         ;10.434;4.939;4.239;4.239;
211195;Sucupira do Riachão;MA;2015;Água         ;5.537;3.435;3.430;3.430;
211200;Tasso Fragoso;MA;2015;Água         ;8.303;4.950;4.948;4.948;
211210;Timbiras;MA;2015;Água         ;28.511;17.792;16.632;16.632;
211220;Timon;MA;2015;Água         ;164.869;143.312;146.671;143.094;
211223;Trizidela do Vale;MA;2015;Água         ;20.891;17.823;19.208;17.823;
211227;Tufilândia;MA;2015;Água         ;5.716;2.791;988;988;
211230;Tuntum;MA;2015;Água         ;40.844;18.687;14.200;14.200;
211250;Tutóia;MA;2015;Água         ;57.253;20.260;3.960;3.960;
211260;Urbano Santos;MA;2015;Água         ;32.316;22.849;4.871;4.871;
211270;Vargem Grande;MA;2015;Água         ;54.845;29.621;13.417;13.417;
211290;Vitória do Mearim;MA;2015;Água         ;32.046;15.204;19.767;15.200;
211300;Vitorino Freire;MA;2015;Água         ;30.917;15.797;4.729;4.729;
211400;Zé Doca;MA;2015;Água         ;50.507;31.069;18.654;18.654;
310010;Abadia dos Dourados;MG;2015;Água         ;7.015;4.383;4.117;4.117;
310010;Abadia dos Dourados;MG;2015;Esgoto       ;7.015;4.383;;;4.332
310020;Abaeté;MG;2015;Água         ;23.535;20.438;19.947;19.947;
310030;Abre Campo;MG;2015;Água e Esgoto;13.719;7.504;7.929;5.983;7.929
310040;Acaiaca;MG;2015;Água e Esgoto;4.056;2.642;3.850;2.553;2.533
310050;Açucena;MG;2015;Água         ;10.140;4.741;3.242;3.242;
310050;Açucena;MG;2015;Esgoto       ;10.140;4.741;;;6.000
310060;Água Boa;MG;2015;Água         ;14.686;6.799;2.192;0;
310060;Água Boa;MG;2015;Água         ;14.686;6.799;4.723;4.723;
310060;Água Boa;MG;2015;Esgoto       ;14.686;6.799;;;7.742
310070;Água Comprida;MG;2015;Água         ;2.064;1.549;1.503;1.503;
310070;Água Comprida;MG;2015;Esgoto       ;2.064;1.549;;;2.064
310080;Aguanil;MG;2015;Água e Esgoto;4.370;2.528;3.421;2.520;2.025
310090;Águas Formosas;MG;2015;Água e Esgoto;19.307;14.960;1.427;0;1.427
310090;Águas Formosas;MG;2015;Água         ;19.307;14.960;13.103;13.103;
310100;Águas Vermelhas;MG;2015;Água e Esgoto;13.447;9.451;9.451;9.451;3.646
310110;Aimorés;MG;2015;Água e Esgoto;25.694;20.280;19.821;19.821;19.821
310120;Aiuruoca;MG;2015;Água e Esgoto;6.240;3.163;3.163;3.163;3.163
310140;Albertina;MG;2015;Água e Esgoto;3.033;2.095;2.097;2.022;2.097
310150;Além Paraíba;MG;2015;Água e Esgoto;35.720;33.347;28.868;28.868;20.372
310160;Alfenas;MG;2015;Água e Esgoto;78.712;73.806;67.057;67.057;65.754
310163;Alfredo Vasconcelos;MG;2015;Água         ;6.639;4.405;4.051;4.051;
310170;Almenara;MG;2015;Água         ;41.296;33.814;2.247;0;
310170;Almenara;MG;2015;Água e Esgoto;41.296;33.814;30.852;30.852;28.862
310180;Alpercata;MG;2015;Água         ;7.478;5.901;4.648;4.648;
310190;Alpinópolis;MG;2015;Água         ;19.630;15.916;14.772;14.772;
310190;Alpinópolis;MG;2015;Esgoto       ;19.630;15.916;;;19.630
310200;Alterosa;MG;2015;Esgoto       ;14.434;10.525;;;10.629
310200;Alterosa;MG;2015;Água         ;14.434;10.525;10.113;10.113;
315350;Alto Jequitibá;MG;2015;Água         ;8.528;4.409;3.928;3.928;
310210;Alto Rio Doce;MG;2015;Esgoto       ;11.896;4.960;;;5.236
310210;Alto Rio Doce;MG;2015;Água         ;11.896;4.960;4.348;4.348;
310220;Alvarenga;MG;2015;Água         ;4.292;2.047;2.010;2.010;
310220;Alvarenga;MG;2015;Esgoto       ;4.292;2.047;;;2.310
310230;Alvinópolis;MG;2015;Água         ;15.619;11.701;8.496;8.496;
310230;Alvinópolis;MG;2015;Esgoto       ;15.619;11.701;;;15.619
310240;Alvorada de Minas;MG;2015;Água         ;3.666;1.499;1.019;1.019;
310240;Alvorada de Minas;MG;2015;Esgoto       ;3.666;1.499;;;1.451
310250;Amparo do Serra;MG;2015;Água         ;4.971;2.599;2.512;2.512;
310260;Andradas;MG;2015;Esgoto       ;40.092;30.148;;;34.065
310260;Andradas;MG;2015;Água         ;40.092;30.148;28.819;28.819;
310280;Andrelândia;MG;2015;Água         ;12.507;10.079;9.251;9.251;
310285;Angelândia;MG;2015;Água e Esgoto;8.460;4.266;4.612;4.087;4.021
310290;Antônio Carlos;MG;2015;Água         ;11.560;8.140;7.744;7.744;
310300;Antônio Dias;MG;2015;Água         ;9.685;4.731;3.522;3.522;
310310;Antônio Prado de Minas;MG;2015;Água         ;1.677;1.007;990;990;
310310;Antônio Prado de Minas;MG;2015;Esgoto       ;1.677;1.007;;;1.320
310320;Araçaí;MG;2015;Água         ;2.352;1.870;1.822;1.822;
310320;Araçaí;MG;2015;Esgoto       ;2.352;1.870;;;1.863
310340;Araçuaí;MG;2015;Água e Esgoto;37.270;24.253;3.011;0;1.529
310340;Araçuaí;MG;2015;Água e Esgoto;37.270;24.253;22.651;22.651;12.846
310350;Araguari;MG;2015;Água e Esgoto;116.267;108.624;116.200;108.624;115.954
310360;Arantina;MG;2015;Água e Esgoto;2.880;2.686;2.700;2.670;2.690
310370;Araponga;MG;2015;Esgoto       ;8.501;3.171;;;3.171
310370;Araponga;MG;2015;Água         ;8.501;3.171;3.061;3.061;
310375;Araporã;MG;2015;Água e Esgoto;6.657;6.390;6.390;6.390;6.390
310390;Araújos;MG;2015;Água e Esgoto;8.768;7.577;8.768;6.718;8.718
310400;Araxá;MG;2015;Água e Esgoto;102.238;100.723;97.307;97.307;95.042
310410;Arceburgo;MG;2015;Água e Esgoto;10.373;8.922;8.654;8.654;8.284
310420;Arcos;MG;2015;Água         ;39.249;36.422;35.457;35.457;
310420;Arcos;MG;2015;Esgoto       ;39.249;36.422;;;34.600
310430;Areado;MG;2015;Água         ;14.740;12.372;12.118;12.118;
310440;Argirita;MG;2015;Água e Esgoto;2.890;2.184;2.274;2.184;2.274
310445;Aricanduva;MG;2015;Água e Esgoto;5.118;1.819;2.018;1.800;1.213
310450;Arinos;MG;2015;Água         ;18.221;11.190;9.867;9.867;
310460;Astolfo Dutra;MG;2015;Esgoto       ;13.937;12.691;;;11.568
310460;Astolfo Dutra;MG;2015;Água         ;13.937;12.691;10.632;10.632;
310470;Ataléia;MG;2015;Água         ;14.039;6.992;1.578;0;
310470;Ataléia;MG;2015;Água e Esgoto;14.039;6.992;5.365;5.365;3.306
310480;Augusto de Lima;MG;2015;Água         ;5.041;2.972;2.769;2.769;
310490;Baependi;MG;2015;Esgoto       ;19.186;13.883;;;13.567
310490;Baependi;MG;2015;Água         ;19.186;13.883;13.289;13.289;
310500;Baldim;MG;2015;Esgoto       ;8.071;5.168;;;5.175
310500;Baldim;MG;2015;Água         ;8.071;5.168;4.440;4.440;
310510;Bambuí;MG;2015;Água         ;23.850;20.274;19.440;19.440;
310510;Bambuí;MG;2015;Esgoto       ;23.850;20.274;;;23.850
310520;Bandeira;MG;2015;Água e Esgoto;5.019;2.392;3.081;2.382;2.302
310530;Bandeira do Sul;MG;2015;Água e Esgoto;5.674;5.177;5.142;5.142;5.116
310540;Barão de Cocais;MG;2015;Esgoto       ;31.270;28.350;;;29.060
310540;Barão de Cocais;MG;2015;Água         ;31.270;28.350;23.126;23.126;
310550;Barão de Monte Alto;MG;2015;Água         ;5.706;4.107;3.943;3.943;
310560;Barbacena;MG;2015;Água e Esgoto;134.924;123.475;41.119;41.119;37.117
310560;Barbacena;MG;2015;Água e Esgoto;134.924;123.475;70.213;62.198;50.417
310570;Barra Longa;MG;2015;Esgoto       ;5.799;2.183;;;2.733
310570;Barra Longa;MG;2015;Água         ;5.799;2.183;2.183;2.183;
310590;Barroso;MG;2015;Esgoto       ;20.693;20.038;;;18.775
310590;Barroso;MG;2015;Água         ;20.693;20.038;17.731;17.731;
310600;Bela Vista de Minas;MG;2015;Água         ;10.381;9.731;8.348;8.348;
310600;Bela Vista de Minas;MG;2015;Esgoto       ;10.381;9.731;;;9.378
310610;Belmiro Braga;MG;2015;Água         ;3.501;1.131;853;853;
310620;Belo Horizonte;MG;2015;Água e Esgoto;2.502.557;2.502.557;2.374.342;2.374.342;2.285.364
310630;Belo Oriente;MG;2015;Água e Esgoto;25.619;21.551;21.600;21.307;20.600
310640;Belo Vale;MG;2015;Água         ;7.816;3.417;3.346;3.346;
310650;Berilo;MG;2015;Água e Esgoto;12.431;3.929;12.143;2.628;4.760
310665;Berizal;MG;2015;Água         ;4.661;2.650;2.650;2.650;
310660;Bertópolis;MG;2015;Esgoto       ;4.664;2.832;;;1.600
310660;Bertópolis;MG;2015;Água         ;4.664;2.832;3.754;2.812;
310670;Betim;MG;2015;Água e Esgoto;417.307;414.263;384.148;384.148;312.231
310690;Bicas;MG;2015;Esgoto       ;14.413;13.678;;;9.975
310690;Bicas;MG;2015;Água         ;14.413;13.678;12.155;12.155;
310700;Biquinhas;MG;2015;Água         ;2.640;1.645;1.645;1.645;
310710;Boa Esperança;MG;2015;Água e Esgoto;40.287;33.671;33.911;33.671;33.671
310730;Bocaiúva;MG;2015;Água e Esgoto;49.600;38.911;40.200;38.800;37.900
310740;Bom Despacho;MG;2015;Água e Esgoto;49.236;46.364;44.120;44.120;41.370
310750;Bom Jardim de Minas;MG;2015;Água         ;6.653;5.706;5.151;5.151;
310750;Bom Jardim de Minas;MG;2015;Esgoto       ;6.653;5.706;;;5.706
310760;Bom Jesus da Penha;MG;2015;Água         ;4.150;3.016;3.016;3.016;
310770;Bom Jesus do Amparo;MG;2015;Esgoto       ;5.923;2.714;;;5.875
310770;Bom Jesus do Amparo;MG;2015;Água         ;5.923;2.714;2.657;2.657;
310780;Bom Jesus do Galho;MG;2015;Água         ;15.542;10.140;9.397;9.397;
310780;Bom Jesus do Galho;MG;2015;Esgoto       ;15.542;10.140;;;13.475
310790;Bom Repouso;MG;2015;Água e Esgoto;10.767;5.847;5.598;5.598;5.435
310810;Bonfim;MG;2015;Água e Esgoto;7.016;3.429;3.097;3.097;2.236
310820;Bonfinópolis de Minas;MG;2015;Água         ;5.831;4.113;3.851;3.851;
310825;Bonito de Minas;MG;2015;Água         ;10.669;2.436;2.436;2.436;
310830;Borda da Mata;MG;2015;Água e Esgoto;18.682;14.971;12.544;12.544;12.356
310840;Botelhos;MG;2015;Água e Esgoto;15.324;11.674;11.068;11.068;7.931
310850;Botumirim;MG;2015;Água e Esgoto;6.574;3.511;6.497;3.510;1.825
310855;Brasilândia de Minas;MG;2015;Água         ;15.727;13.677;12.420;12.420;
310860;Brasília de Minas;MG;2015;Água e Esgoto;32.564;21.570;18.283;18.283;15.536
310890;Brasópolis;MG;2015;Esgoto       ;14.934;8.038;;;10.000
310890;Brasópolis;MG;2015;Água         ;14.934;8.038;8.038;8.038;
310870;Brás Pires;MG;2015;Água e Esgoto;4.604;2.207;2.100;2.000;2.100
310880;Braúnas;MG;2015;Água         ;5.045;1.598;1.598;1.598;
310900;Brumadinho;MG;2015;Água e Esgoto;37.857;31.917;19.061;19.061;15.780
310910;Bueno Brandão;MG;2015;Água e Esgoto;11.223;5.846;5.602;5.602;5.388
310920;Buenópolis;MG;2015;Água e Esgoto;10.589;7.991;6.643;6.643;3.979
310925;Bugre;MG;2015;Água         ;4.134;1.585;1.242;1.242;
310925;Bugre;MG;2015;Esgoto       ;4.134;1.585;;;2.470
